GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Mon Aug 30 11:25:49 CEST 2021

Main Iterations


Simulation Number	Main Iteration	Step Number	f(x)	settings.heart_R_LA	settings.syst_art_k_E	settings.heart_vntr_D_0	settings.heart_vntr_D_A	settings.heart_vntr_TS	settings.heart_vntr_TR	settings.heart_vntr_D_A_maxAct	settings.heart_vntr_TS_maxAct	settings.heart_vntr_TR_maxAct	settings.heart_atr_D_0	settings.heart_atr_D_A	pulmonaryTriSeg.c_pa.Compliance	settings.pulm_R	systemic_TriSeg._R_SA	settings.V_PV_init	pulmonaryR_factor	venoconstrictionFactor	vasodilatationFactor
92	99	1	21.329501887101486	1666445.4	0.5746707	22.6576	1721.9705	0.32203126	0.4034375	5059.38	0.05555525	0.1228519	2.8104454E7	4.0929084E7	8.87E-9	2.0307628E7	1.195	1.1734396E-4	8.309375	5.4874964	3.75625	Generation 7.
93	100	1	13.90908725654077	1583691.9	0.5746707	13.0576	1971.9705	0.33203125	0.4634375	5059.38	0.06555525	0.1128519	2.9165E7	4.7788304E7	1.934298E-10	1232567.2	0.955	1.6734395E-4	0.409375	3.3874965	1.05625	Generation 7.
94	101	1	46.53226257845806	1633344.0	0.4746707	10.5576	1871.9705	0.32203126	0.4534375	5059.38	0.06555525	0.1128519	2.9165E7	4.7788304E7	1.934298E-10	1232567.2	0.755	1.4734396E-4	0.609375	2.6874964	1.55625	Generation 7.
95	102	1	262.2404162412879	1335431.8	0.6746707	33.4576	1771.9705	0.41203126	0.2834375	4859.38	0.08555525	0.1328519	2.7043908E7	3.8642676E7	2.333095E-8	2.8841208E7	3.895	-3.1265605E-4	49.309376	14.387497	7.55625	Generation 7.
96	103	1	107.01835221483287	1318881.0	0.7746707	43.7576	1721.9705	0.39203125	0.2734375	4859.38	0.07555525	0.1428519	2.6778772E7	3.1021318E7	2.911533E-8	4.5908368E7	3.735	-3.8265603E-4	50.309376	14.587497	9.75625	Generation 7.
97	104	1	84.22346404606003	1649894.6	0.5746707	25.5576	1771.9705	0.30203125	0.3934375	5059.38	0.05555525	0.1128519	2.7574182E7	4.1691216E7	5.97781E-9	2.1813554E7	0.895	1.1734396E-4	6.609375	4.8874965	3.65625	Generation 7.
98	105	1	185.53972356087027	1169924.9	0.7746707	40.4576	1921.9705	0.35203126	0.4534375	4659.38	0.07555525	0.1128519	2.3332E7	3.788054E7	2.622314E-8	2.8339234E7	2.735	3.734396E-5	10.909375	9.587497	11.45625	Generation 7.
99	106	1	139.99466315594583	1120272.9	0.8746707	44.2576	1771.9705	0.46203125	0.2034375	4859.38	0.08555525	0.1328519	2.4392544E7	3.3307726E7	3.77919E-8	4.6410344E7	5.395	-5.1265606E-4	74.00938	19.987497	11.95625	Generation 7.
100	107	1	131.64598236403023	1120272.9	0.7746707	72.4576	1771.9705	0.39203125	0.3034375	4459.38	0.07555525	0.1128519	1.9354954E7	3.0259182E7	4.357628E-8	5.7955776E7	7.095	-4.7265604E-4	68.50938	19.587496	21.95625	Generation 7.
101	108	1	122.93357078692249	1401634.5	0.6746707	59.5576	1371.9705	0.34203127	0.3834375	4459.38	0.05555525	0.1528519	2.5718226E7	2.721064E7	3.77919E-8	4.490442E7	5.755	-3.2265604E-4	40.609375	16.287497	16.25625	Generation 7.
102	109	1	42.53349491756526	1666445.4	0.4746707	14.8576	1971.9705	0.32203126	0.4534375	5059.38	0.06555525	0.1128519	2.8634728E7	4.7788304E7	3.0856198E-9	3742443.8	0.775	1.8734396E-4	0.709375	2.7874966	1.55625	Generation 7.
103	110	1	273.7563330964376	1467837.1	0.5746707	32.6576	1521.9705	0.43203127	0.2134375	5059.38	0.09555525	0.1628519	2.8634728E7	3.8642676E7	1.754657E-8	2.0809604E7	3.795	-5.22656E-4	46.509377	18.587496	4.25625	Generation 7.
104	111	1	132.2688506977096	1219577.0	0.8746707	76.8576	1471.9705	0.24203126	0.2634375	4859.38	0.05555525	0.1328519	2.2006318E7	3.1783454E7	2.043876E-8	5.092812E7	2.355	-3.265604E-5	17.709375	16.687496	12.65625	Generation 7.
105	112	1	27.274137389745547	1616793.2	0.4746707	13.2576	1771.9705	0.31203127	0.4234375	4859.38	0.05555525	0.1028519	2.7043908E7	4.0166948E7	1.17621894E-8	1.5789851E7	1.395	-3.265604E-5	8.309375	4.4874964	2.85625	Generation 7.
105	113	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 8.
106	114	1	253.66064098596797	1434735.8	0.5746707	34.5576	1521.9705	0.43203127	0.2134375	5059.38	0.09555525	0.1728519	2.8104454E7	4.0166948E7	1.754657E-8	2.4323432E7	3.875	-4.92656E-4	51.309376	18.787497	4.65625	Generation 8.
107	115	1	11.396314154106305	1649894.6	0.5746707	17.2576	1821.9705	0.32203126	0.4334375	5059.38	0.05555525	0.1128519	2.8899864E7	4.3215488E7	3.0856198E-9	1.1774048E7	1.035	1.6734395E-4	3.809375	4.4874964	2.55625	Generation 8.
108	116	1	6.764897880909272	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3742443.8	1.015	1.4734396E-4	0.309375	3.8874965	1.85625	Generation 8.
109	117	1	6.85346939259722	1600242.6	0.5746707	16.6576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.309375	3.9874966	1.85625	Generation 8.
110	118	1	271.71493367732114	1335431.8	0.6746707	32.8576	1821.9705	0.41203126	0.2834375	4859.38	0.08555525	0.1328519	2.7043908E7	3.8642676E7	2.333095E-8	2.8339234E7	3.795	-2.9265604E-4	47.609375	13.987496	7.45625	Generation 8.
111	119	1	101.16163371063448	1467837.1	0.6746707	34.9576	1721.9705	0.36203125	0.3234375	4859.38	0.06555525	0.1328519	2.7574182E7	3.4831996E7	2.043876E-8	3.5868864E7	2.475	-1.8265603E-4	32.509377	10.887497	6.75625	Generation 8.
112	120	1	28.43913816513321	1633344.0	0.5746707	23.7576	1821.9705	0.31203127	0.4134375	5059.38	0.05555525	0.1128519	2.8104454E7	4.3215488E7	5.97781E-9	1.7295776E7	1.055	1.0734396E-4	5.709375	4.8874965	3.45625	Generation 8.
113	121	1	96.70360571440322	1368533.1	0.6746707	29.5576	1871.9705	0.34203127	0.4534375	4859.38	0.07555525	0.1128519	2.6778772E7	4.1691216E7	1.465438E-8	1.5287876E7	1.995	5.734396E-5	5.909375	6.9874964	6.65625	Generation 8.
114	122	1	124.63769977717986	1153374.2	0.7746707	53.5576	1721.9705	0.44203126	0.2234375	4659.38	0.08555525	0.1328519	2.3332E7	3.254559E7	3.77919E-8	4.892022E7	6.115	-5.4265605E-4	74.20937	20.287497	14.75625	Generation 8.
115	123	1	116.3152879218177	1219577.0	0.7746707	59.9576	1721.9705	0.39203125	0.2834375	4659.38	0.07555525	0.1328519	2.3066862E7	3.0259182E7	3.77919E-8	5.1932072E7	6.035	-4.8265603E-4	64.20937	17.687496	16.75625	Generation 8.
116	124	1	188.79685869030757	1500938.5	0.5746707	40.6576	1521.9705	0.33203125	0.3934375	4659.38	0.05555525	0.1328519	2.62485E7	3.3307726E7	2.622314E-8	3.386096E7	3.955	-1.9265604E-4	28.609375	11.487496	10.85625	Generation 8.
117	125	1	14.874719620928824	1633344.0	0.4746707	15.6576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.7026168E7	1.934298E-10	3742443.8	0.895	1.6734395E-4	0.809375	3.2874966	1.65625	Generation 8.
118	126	1	279.60617119315543	1451286.5	0.5746707	32.5576	1571.9705	0.41203126	0.2434375	5059.38	0.08555525	0.1528519	2.7574182E7	4.0929084E7	1.465438E-8	2.1813554E7	3.455	-3.7265604E-4	44.309376	16.387497	4.55625	Generation 8.
119	127	1	91.18046727473521	1418185.1	0.7746707	51.4576	1571.9705	0.27203125	0.3234375	4859.38	0.05555525	0.1328519	2.4657682E7	3.5594132E7	1.465438E-8	3.9382688E7	1.775	-2.65604E-6	15.609375	11.987496	9.05625	Generation 8.
120	128	1	13.075098091911808	1633344.0	0.4746707	11.0576	1871.9705	0.32203126	0.4434375	4859.38	0.05555525	0.1028519	2.836959E7	4.3977624E7	5.97781E-9	9766147.0	1.135	4.734396E-5	5.009375	3.4874966	1.95625	Generation 8.
120	129	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 9.
121	130	1	243.44549075010542	1500938.5	0.5746707	27.8576	1671.9705	0.39203125	0.3034375	5059.38	0.08555525	0.1528519	2.836959E7	4.2453352E7	1.17621894E-8	1.6793802E7	2.815	-2.5265603E-4	32.609375	13.287497	3.65625	Generation 9.
122	131	1	8.134114388447712	1633344.0	0.5746707	15.1576	1871.9705	0.32203126	0.4434375	5059.38	0.05555525	0.1128519	2.9165E7	4.473976E7	1.934298E-10	6754295.5	0.975	1.7734396E-4	1.209375	3.9874966	1.95625	Generation 9.
123	132	1	7.464576784119211	1600242.6	0.5746707	17.8576	1921.9705	0.32203126	0.4334375	5059.38	0.06555525	0.1128519	2.9165E7	4.5501896E7	1.934298E-10	4746394.5	1.035	1.3734396E-4	0.409375	4.0874963	2.15625	Generation 9.
124	133	1	11.442488631425187	1583691.9	0.5746707	18.8576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.5501896E7	1.934298E-10	5248369.5	1.115	1.4734396E-4	0.109375	4.3874965	1.95625	Generation 9.
125	134	1	257.7312255548286	1401634.5	0.6746707	28.9576	1871.9705	0.39203125	0.3234375	4859.38	0.07555525	0.1328519	2.7574182E7	4.0166948E7	1.754657E-8	2.2817506E7	3.135	-1.8265603E-4	36.109375	11.587497	6.05625	Generation 9.
126	135	1	42.392298956477745	1567141.2	0.5746707	27.0576	1721.9705	0.34203127	0.3734375	4859.38	0.05555525	0.1228519	2.8104454E7	3.8642676E7	1.17621894E-8	2.5829356E7	1.635	-1.265604E-5	18.409374	7.7874966	4.55625	Generation 9.
127	136	1	12.880499792209223	1616793.2	0.5746707	21.1576	1871.9705	0.32203126	0.4234375	5059.38	0.05555525	0.1128519	2.8634728E7	4.473976E7	3.0856198E-9	1.1774048E7	1.095	1.1734396E-4	3.909375	4.5874963	2.95625	Generation 9.
128	137	1	34.43979417837819	1500938.5	0.5746707	22.1576	1871.9705	0.33203125	0.4534375	5059.38	0.07555525	0.1128519	2.8634728E7	4.3977624E7	5.97781E-9	7758246.0	1.475	8.734396E-5	2.609375	5.1874967	3.65625	Generation 9.
129	138	1	156.27274403767998	1219577.0	0.7746707	50.5576	1721.9705	0.41203126	0.2934375	4659.38	0.08555525	0.1228519	2.3862272E7	3.4831996E7	3.200752E-8	4.0888616E7	5.275	-3.9265605E-4	56.109375	16.887497	13.65625	Generation 9.
130	139	1	129.60284319746455	1318881.0	0.7746707	53.1576	1671.9705	0.36203125	0.2834375	4859.38	0.06555525	0.1428519	2.4922818E7	3.1783454E7	2.911533E-8	4.6410344E7	4.515	-3.6265605E-4	49.709373	15.487496	12.85625	Generation 9.
131	140	1	157.82894665965003	1567141.2	0.4746707	26.9576	1671.9705	0.32203126	0.4134375	4659.38	0.05555525	0.1228519	2.7043908E7	3.788054E7	1.754657E-8	2.4323432E7	2.655	-9.265604E-5	18.609375	7.8874965	6.85625	Generation 9.
132	141	1	9.190874481852742	1616793.2	0.4746707	16.2576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3742443.8	0.975	1.5734397E-4	0.809375	3.6874964	1.75625	Generation 9.
133	142	1	247.5828857164272	1484387.9	0.5746707	28.8576	1671.9705	0.38203126	0.3034375	5059.38	0.07555525	0.1428519	2.7574182E7	4.3215488E7	1.17621894E-8	1.8299728E7	2.755	-1.9265604E-4	33.609375	12.687496	4.05625	Generation 9.
134	143	1	50.04528889929826	1550590.5	0.6746707	33.1576	1671.9705	0.29203126	0.3734375	4859.38	0.05555525	0.1228519	2.6778772E7	3.8642676E7	8.87E-9	2.7837258E7	1.375	5.734396E-5	11.709375	8.287497	5.95625	Generation 9.
135	144	1	12.710799586929786	1633344.0	0.4746707	11.7576	1921.9705	0.32203126	0.4534375	4859.38	0.05555525	0.1028519	2.8899864E7	4.5501896E7	3.0856198E-9	5750345.0	1.015	1.0734396E-4	2.609375	3.1874964	1.55625	Generation 9.
135	145	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 10.
136	146	1	207.28297268531517	1517489.2	0.5746707	25.5576	1721.9705	0.38203126	0.3334375	5059.38	0.08555525	0.1428519	2.8634728E7	4.3215488E7	8.87E-9	1.4283925E7	2.435	-1.7265604E-4	26.009375	11.287497	3.25625	Generation 10.
137	147	1	7.281047579128119	1616793.2	0.5746707	14.9576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3742443.8	0.975	1.6734395E-4	0.109375	3.7874966	1.65625	Generation 10.
138	148	1	7.023496176073056	1600242.6	0.5746707	17.2576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4746394.5	1.035	1.4734396E-4	0.609375	3.9874966	2.05625	Generation 10.
139	149	1	8.250704263091373	1583691.9	0.5746707	17.8576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4746394.5	1.075	1.4734396E-4	0.409375	4.1874967	1.95625	Generation 10.
140	150	1	240.75748739734476	1434735.8	0.6746707	27.6576	1821.9705	0.38203126	0.3334375	5059.38	0.07555525	0.1328519	2.7839318E7	4.0929084E7	1.465438E-8	2.0307628E7	2.915	-1.6265604E-4	32.509377	11.187496	5.35625	Generation 10.
141	151	1	16.73579765823405	1633344.0	0.5746707	19.1576	1771.9705	0.32203126	0.4234375	5059.38	0.05555525	0.1128519	2.8899864E7	4.2453352E7	3.0856198E-9	1.4283925E7	1.055	1.2734396E-4	6.009375	5.0874963	2.65625	Generation 10.
142	152	1	8.20808793215404	1600242.6	0.5746707	18.2576	1921.9705	0.32203126	0.4334375	5059.38	0.06555525	0.1128519	2.8899864E7	4.5501896E7	1.934298E-10	6252320.0	1.075	1.3734396E-4	1.709375	4.1874967	2.35625	Generation 10.
143	153	1	10.589280512883818	1600242.6	0.5746707	17.1576	1871.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.5501896E7	1.934298E-10	3742443.8	1.095	1.2734396E-4	0.409375	4.0874963	1.75625	Generation 10.
144	154	1	223.08764660743157	1335431.8	0.6746707	38.7576	1771.9705	0.38203126	0.3634375	4859.38	0.07555525	0.1228519	2.5983364E7	3.8642676E7	2.043876E-8	2.7335282E7	3.695	-1.9265604E-4	33.909374	11.987496	9.45625	Generation 10.
145	155	1	162.28245196833132	1418185.1	0.6746707	42.2576	1671.9705	0.35203126	0.3234375	4859.38	0.06555525	0.1328519	2.62485E7	3.4831996E7	2.333095E-8	3.7876764E7	3.335	-2.1265604E-4	36.809376	12.287497	9.45625	Generation 10.
146	156	1	165.39114341677234	1550590.5	0.5746707	27.8576	1721.9705	0.33203125	0.4234375	4659.38	0.05555525	0.1228519	2.7574182E7	3.8642676E7	1.465438E-8	2.0809604E7	2.655	-5.265604E-5	16.509375	7.7874966	6.75625	Generation 10.
135	157	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 10.
147	158	1	240.83277726453406	1500938.5	0.4746707	27.6576	1671.9705	0.37203127	0.3134375	5059.38	0.07555525	0.1428519	2.7839318E7	4.3215488E7	1.17621894E-8	1.6793802E7	2.615	-1.8265603E-4	30.709375	12.087497	3.75625	Generation 10.
148	159	1	19.542492298452295	1633344.0	0.5746707	18.9576	1771.9705	0.31203127	0.4234375	5059.38	0.05555525	0.1128519	2.8634728E7	4.2453352E7	3.0856198E-9	1.47859E7	1.055	1.2734396E-4	5.909375	5.0874963	3.15625	Generation 10.
149	160	1	8.592659339127014	1616793.2	0.5746707	14.0576	1921.9705	0.32203126	0.4534375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3742443.8	0.975	1.4734396E-4	0.709375	3.3874965	1.55625	Generation 10.
149	161	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 11.
150	162	1	201.1647735204962	1401634.5	0.5746707	38.0576	1421.9705	0.45203125	0.1634375	5059.38	0.10555525	0.1828519	2.8104454E7	3.8642676E7	2.043876E-8	2.7837258E7	4.435	-6.22656E-4	61.209373	21.687496	5.25625	Generation 11.
151	163	1	7.441143541701301	1616793.2	0.5746707	14.9576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.7026168E7	1.934298E-10	2738493.0	0.975	1.6734395E-4	0.409375	3.6874964	1.55625	Generation 11.
152	164	1	6.735026918453836	1600242.6	0.5746707	16.3576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3742443.8	1.015	1.4734396E-4	0.409375	3.8874965	1.85625	Generation 11.
153	165	1	7.045494074212038	1600242.6	0.5746707	16.3576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	0.995	1.4734396E-4	0.409375	3.8874965	1.85625	Generation 11.
154	166	1	154.28067755357682	1236127.6	0.7746707	40.7576	1671.9705	0.46203125	0.1934375	4859.38	0.09555525	0.1528519	2.62485E7	3.5594132E7	3.200752E-8	3.8880716E7	5.155	-5.52656E-4	70.609375	19.887497	9.45625	Generation 11.
155	167	1	27.600140242812436	1649894.6	0.5746707	16.1576	1821.9705	0.31203127	0.4434375	5059.38	0.05555525	0.1128519	2.9165E7	4.3977624E7	1.934298E-10	9766147.0	0.835	1.7734396E-4	1.309375	4.0874963	1.95625	Generation 11.
156	168	1	7.916941409565168	1600242.6	0.5746707	17.1576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	4244419.0	1.075	1.4734396E-4	0.909375	3.9874966	2.15625	Generation 11.
157	169	1	15.134005600064588	1633344.0	0.5746707	15.3576	1871.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	3.0856198E-9	2236517.8	0.955	1.3734396E-4	0.409375	3.6874964	1.05625	Generation 11.
158	170	1	170.07542680457604	1219577.0	0.7746707	47.1576	1771.9705	0.42203125	0.2634375	4659.38	0.08555525	0.1328519	2.4392544E7	3.4831996E7	3.200752E-8	4.0888616E7	5.215	-4.2265604E-4	61.109375	17.487497	12.45625	Generation 11.
159	171	1	134.3702950616522	1285779.6	0.7746707	53.5576	1721.9705	0.38203126	0.3034375	4659.38	0.07555525	0.1328519	2.3862272E7	3.1783454E7	3.200752E-8	4.691232E7	5.255	-3.9265605E-4	55.809376	15.787497	14.55625	Generation 11.
160	172	1	139.10431366922978	1418185.1	0.6746707	56.4576	1421.9705	0.34203127	0.3934375	4459.38	0.05555525	0.1528519	2.62485E7	2.873491E7	3.489971E-8	4.0888616E7	5.395	-2.7265603E-4	37.009377	15.287497	15.15625	Generation 11.
161	173	1	7.0023752563451955	1600242.6	0.5746707	16.6576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.035	1.4734396E-4	0.809375	3.9874966	1.85625	Generation 11.
162	174	1	209.90493335993565	1351982.4	0.5746707	41.0576	1371.9705	0.45203125	0.1434375	5059.38	0.10555525	0.1728519	2.7043908E7	3.8642676E7	2.333095E-8	3.1351086E7	4.715	-6.4265606E-4	66.70937	22.887497	5.95625	Generation 11.
163	175	1	14.648030459635542	1666445.4	0.5746707	13.6576	1821.9705	0.32203126	0.4434375	5059.38	0.05555525	0.1128519	2.9165E7	4.3977624E7	1.934298E-10	9766147.0	0.935	1.5734397E-4	3.609375	3.8874965	2.05625	Generation 11.
164	176	1	8.795222779317395	1616793.2	0.5746707	14.9576	1921.9705	0.32203126	0.4534375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	2738493.0	0.955	1.5734397E-4	0.109375	3.4874966	1.55625	Generation 11.
164	177	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 12.
165	178	1	173.44362088795071	1385083.8	0.5746707	40.4576	1371.9705	0.46203125	0.1334375	5059.38	0.10555525	0.1928519	2.8104454E7	3.788054E7	2.333095E-8	3.0347134E7	4.815	-7.1265607E-4	68.00938	23.687496	5.65625	Generation 12.
166	179	1	7.389762498671666	1616793.2	0.5746707	15.0576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.7026168E7	1.934298E-10	2738493.0	0.975	1.6734395E-4	0.209375	3.6874964	1.55625	Generation 12.
167	180	1	7.010415334155902	1600242.6	0.5746707	16.0576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3240468.5	1.015	1.4734396E-4	0.409375	3.8874965	1.75625	Generation 12.
168	181	1	7.8073420999277285	1600242.6	0.5746707	15.8576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	0.975	1.4734396E-4	0.409375	3.7874966	1.85625	Generation 12.
169	182	1	133.0380920024443	1203026.2	0.7746707	43.0576	1621.9705	0.47203127	0.1734375	4859.38	0.09555525	0.1528519	2.5983364E7	3.4831996E7	3.489971E-8	4.1892568E7	5.555	-6.22656E-4	77.40938	21.487497	10.15625	Generation 12.
170	183	1	32.7172771410592	1649894.6	0.5746707	15.1576	1821.9705	0.31203127	0.4434375	5059.38	0.05555525	0.1128519	2.9165E7	4.473976E7	1.934298E-10	7758246.0	0.795	1.8734396E-4	0.209375	3.7874966	1.75625	Generation 12.
171	184	1	8.368991395528063	1600242.6	0.5746707	16.6576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3240468.5	1.075	1.4734396E-4	0.509375	3.8874965	2.05625	Generation 12.
172	185	1	16.266015424791316	1633344.0	0.5746707	14.9576	1871.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	3.0856198E-9	2236517.8	0.915	1.4734396E-4	0.209375	3.5874965	0.95625	Generation 12.
173	186	1	165.91434850426984	1219577.0	0.7746707	47.4576	1771.9705	0.43203127	0.2434375	4659.38	0.08555525	0.1328519	2.4127408E7	3.406986E7	3.200752E-8	4.239454E7	5.395	-4.5265604E-4	65.40938	18.187496	12.55625	Generation 12.
174	187	1	137.86531648641224	1269229.0	0.7746707	53.7576	1771.9705	0.39203125	0.3134375	4659.38	0.07555525	0.1328519	2.3597136E7	3.1783454E7	3.200752E-8	4.6410344E7	5.555	-4.0265603E-4	57.709373	15.887497	15.25625	Generation 12.
175	188	1	125.51802959959582	1385083.8	0.6746707	62.8576	1371.9705	0.34203127	0.3834375	4459.38	0.05555525	0.1628519	2.5983364E7	2.721064E7	3.77919E-8	4.4402444E7	5.955	-3.1265605E-4	40.809376	16.887497	16.85625	Generation 12.
175	189	1	7.0023752563451955	1600242.6	0.5746707	16.6576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.035	1.4734396E-4	0.809375	3.9874966	1.85625	Generation 12.
176	190	1	1000.0	1318881.0	0.5746707	43.4576	1321.9705	0.46203125	0.1134375	5059.38	0.10555525	0.1828519	2.7043908E7	3.788054E7	2.622314E-8	3.386096E7	5.095	-7.3265604E-4	73.109375	24.887497	6.35625	Generation 12.
177	191	1	14.737993187499542	1666445.4	0.5746707	11.8576	1871.9705	0.32203126	0.4534375	5059.38	0.05555525	0.1128519	2.8899864E7	4.473976E7	1.934298E-10	7256271.0	0.895	1.6734395E-4	2.409375	3.4874966	1.65625	Generation 12.
178	192	1	8.622600147424423	1616793.2	0.5746707	15.3576	1921.9705	0.32203126	0.4534375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	2738493.0	0.955	1.5734397E-4	0.109375	3.5874965	1.55625	Generation 12.
178	193	1	6.666571042515301	1600242.6	0.5746707	16.5576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	1.015	1.4734396E-4	0.809375	3.8874965	1.85625	Generation 13.
179	194	1	257.1441980018021	1451286.5	0.5746707	34.0576	1521.9705	0.42203125	0.2134375	5059.38	0.09555525	0.1728519	2.836959E7	4.0166948E7	1.754657E-8	2.331948E7	3.795	-4.8265603E-4	50.009377	18.387497	4.65625	Generation 13.
180	195	1	7.044675026019844	1616793.2	0.5746707	15.4576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	3240468.5	0.995	1.5734397E-4	0.209375	3.7874966	1.65625	Generation 13.
181	196	1	6.904333055440193	1600242.6	0.5746707	16.1576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3742443.8	1.015	1.4734396E-4	0.509375	3.8874965	1.75625	Generation 13.
182	197	1	7.081546946084222	1600242.6	0.5746707	16.0576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.9165E7	4.6264032E7	1.934298E-10	4244419.0	0.995	1.4734396E-4	0.509375	3.7874966	1.85625	Generation 13.
183	198	1	247.02355941574788	1318881.0	0.6746707	35.8576	1721.9705	0.43203127	0.2434375	4859.38	0.08555525	0.1428519	2.6778772E7	3.788054E7	2.622314E-8	3.1351086E7	4.315	-4.1265605E-4	56.309376	16.687496	7.85625	Generation 13.
184	199	1	14.904985699529124	1633344.0	0.5746707	15.6576	1871.9705	0.32203126	0.4434375	5059.38	0.05555525	0.1128519	2.9165E7	4.473976E7	1.934298E-10	7256271.0	0.895	1.7734396E-4	0.909375	3.9874966	1.85625	Generation 13.
185	200	1	7.631338575554721	1600242.6	0.5746707	16.4576	1921.9705	0.32203126	0.4434375	5059.38	0.06555525	0.1128519	2.8899864E7	4.6264032E7	1.934298E-10	3240468.5	1.055	1.4734396E-4	0.409375	3.8874965	1.95625	Generation 13.
