GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Tue Dec 14 10:08:44 CET 2021

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	settings.heart_vntr_D_A_maxAct	settings.heart_vntr_D_0_maxAct	settings.heart_vntr_TS_maxAct	settings.heart_vntr_TR_maxAct	settings.eta_vc	settings.baro_f1	settings.tissues_eta_Ra	settings.tissues_eta_Rv	settings.tissues_eta_C	settings.tissues_chi_Ra	settings.tissues_chi_Rv	settings.tissues_chi_C
106	7	12	1	0.8735404317958053	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.20625	0.6008013	18.8125	20.84375	0.06875	Cost not reduced at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
107	7	13	1	0.8708561949972875	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.00625	0.6008013	18.8125	20.84375	0.06875	Cost not reduced at settings.tissues_eta_Rv-dsettings.tissues_eta_Rv.
108	7	14	1	0.8680921979205349	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.10625	0.6108013	18.8125	20.84375	0.06875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
109	7	15	1	0.9300582540911719	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.10625	0.6108013	17.8125	20.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
110	7	16	1	0.8319047711556784	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.10625	0.6108013	19.8125	20.84375	0.06875	Cost reduced     at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
111	7	17	1	0.843756703592726	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.10625	0.6108013	19.8125	19.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
112	7	18	1	0.8330063154111061	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.10625	0.6108013	19.8125	21.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
113	7	19	1	0.8294201520183253	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.10625	0.6108013	19.8125	20.84375	0.05875	Cost reduced     at settings.tissues_chi_C-dsettings.tissues_chi_C.
113	7	20	1	0.8294201520183253	3600.005	0.001265	0.164774	0.0659769	0.3401054	0.003128125	3.845225	1.10625	0.6108013	19.8125	20.84375	0.05875	Global search reduced cost.
114	8	1	1	0.8768275458941683	3200.005	0.001265	0.164774	0.0659769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Exploration base, Delta = 1.0.
115	8	2	1	0.8776675270481563	3000.005	0.001265	0.164774	0.0659769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_D_A_maxAct-dsettings.heart_vntr_D_A_maxAct.
116	8	3	1	0.8818088672446632	3400.005	0.001265	0.164774	0.0659769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
117	8	4	1	0.8768260099840757	3200.005	0.001245	0.164774	0.0659769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost reduced     at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
118	8	5	1	0.9996091672776973	3200.005	0.001245	0.154774	0.0659769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
119	8	6	1	0.9458007052972299	3200.005	0.001245	0.174774	0.0659769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
120	8	7	1	0.9966945625202337	3200.005	0.001245	0.164774	0.0559769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
121	8	8	1	0.9272247567242653	3200.005	0.001245	0.164774	0.0759769	0.3301054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
122	8	9	1	0.87199532351859	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.002928125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost reduced     at settings.eta_vc-dsettings.eta_vc.
123	8	10	1	0.8762817836183634	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.002828125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
124	8	11	1	0.8686179524828663	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.945225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost reduced     at settings.baro_f1+dsettings.baro_f1.
125	8	12	1	0.8533467280698972	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6508013	18.8125	20.84375	0.07875	Cost reduced     at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
126	8	13	1	0.8548597672287437	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.20625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
127	8	14	1	0.8592378502585472	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.00625	0.6508013	18.8125	20.84375	0.07875	Cost not reduced at settings.tissues_eta_Rv-dsettings.tissues_eta_Rv.
128	8	15	1	0.8586956320551011	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6608013	18.8125	20.84375	0.07875	Cost not reduced at settings.tissues_eta_C+dsettings.tissues_eta_C.
129	8	16	1	0.8529431336855817	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6408013	18.8125	20.84375	0.07875	Cost reduced     at settings.tissues_eta_C-dsettings.tissues_eta_C.
130	8	17	1	0.8166738763712251	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6408013	19.8125	20.84375	0.07875	Cost reduced     at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
131	8	18	1	0.8178810609474563	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6408013	19.8125	19.84375	0.07875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
132	8	19	1	0.8175482076598357	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6408013	19.8125	21.84375	0.07875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
133	8	20	1	0.8127256095267897	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6408013	19.8125	20.84375	0.06875	Cost reduced     at settings.tissues_chi_C-dsettings.tissues_chi_C.
133	8	21	1	0.8127256095267897	3200.005	0.001245	0.164774	0.0659769	0.3201054	0.003028125	3.845225	1.10625	0.6408013	19.8125	20.84375	0.06875	Global search reduced cost.
134	9	1	1	0.8096720180446274	2800.005	0.001225	0.164774	0.0659769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Exploration base, Delta = 1.0.
135	9	2	1	0.8118307421848494	2600.005	0.001225	0.164774	0.0659769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_D_A_maxAct-dsettings.heart_vntr_D_A_maxAct.
136	9	3	1	0.81212615186965	3000.005	0.001225	0.164774	0.0659769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
137	9	4	1	0.8096758775839719	2800.005	0.001205	0.164774	0.0659769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
138	9	5	1	0.8096760174529123	2800.005	0.001245	0.164774	0.0659769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_D_0_maxAct+dsettings.heart_vntr_D_0_maxAct.
139	9	6	1	0.8829322495035667	2800.005	0.001225	0.154774	0.0659769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
140	9	7	1	0.8889380586126516	2800.005	0.001225	0.174774	0.0659769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
141	9	8	1	0.8847290532844265	2800.005	0.001225	0.164774	0.0559769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
142	9	9	1	0.8723785480660806	2800.005	0.001225	0.164774	0.0759769	0.3001054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
143	9	10	1	0.8091903078963414	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost reduced     at settings.eta_vc-dsettings.eta_vc.
144	9	11	1	0.8104067587141146	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.003028125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.baro_f1+dsettings.baro_f1.
145	9	12	1	0.8154261126614082	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002828125	3.845225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
146	9	13	1	0.8039898724838982	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.10625	0.6708013	19.8125	20.84375	0.07875	Cost reduced     at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
147	9	14	1	0.8077222817175846	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.20625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
148	9	15	1	0.8078272402918176	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.00625	0.6708013	19.8125	20.84375	0.07875	Cost not reduced at settings.tissues_eta_Rv-dsettings.tissues_eta_Rv.
149	9	16	1	0.8048638023778052	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.10625	0.6608013	19.8125	20.84375	0.07875	Cost not reduced at settings.tissues_eta_C-dsettings.tissues_eta_C.
150	9	17	1	0.8039789365511276	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.10625	0.6808013	19.8125	20.84375	0.07875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
151	9	18	1	0.7932448276644315	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.10625	0.6808013	20.8125	20.84375	0.07875	Cost reduced     at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
152	9	19	1	0.7916695856022453	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.10625	0.6808013	20.8125	19.84375	0.07875	Cost reduced     at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
153	9	20	1	0.7903282930262497	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.10625	0.6808013	20.8125	19.84375	0.06875	Cost reduced     at settings.tissues_chi_C-dsettings.tissues_chi_C.
153	9	21	1	0.7903282930262497	2800.005	0.001225	0.164774	0.0659769	0.2901054	0.002928125	3.745225	1.10625	0.6808013	20.8125	19.84375	0.06875	Global search reduced cost.
154	10	1	1	0.8099228581652256	2400.005	0.001205	0.164774	0.0659769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Exploration base, Delta = 1.0.
155	10	2	1	0.8264452103478483	2200.005	0.001205	0.164774	0.0659769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_D_A_maxAct-dsettings.heart_vntr_D_A_maxAct.
156	10	3	1	0.8024514680601773	2600.005	0.001205	0.164774	0.0659769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost reduced     at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
157	10	4	1	0.8024550242464972	2600.005	0.001185	0.164774	0.0659769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
158	10	5	1	0.8024545669919494	2600.005	0.001225	0.164774	0.0659769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_D_0_maxAct+dsettings.heart_vntr_D_0_maxAct.
159	10	6	1	0.833272846661766	2600.005	0.001205	0.154774	0.0659769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
160	10	7	1	0.9200867316316186	2600.005	0.001205	0.174774	0.0659769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
161	10	8	1	0.8386510348486602	2600.005	0.001205	0.164774	0.0559769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
162	10	9	1	0.8993617395563691	2600.005	0.001205	0.164774	0.0759769	0.2601054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
163	10	10	1	0.8084843765904548	2600.005	0.001205	0.164774	0.0659769	0.2501054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.eta_vc-dsettings.eta_vc.
164	10	11	1	0.8000988937720326	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002828125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost reduced     at settings.eta_vc+dsettings.eta_vc.
165	10	12	1	0.7962273036605708	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.645225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost reduced     at settings.baro_f1+dsettings.baro_f1.
166	10	13	1	0.807013777798613	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.545225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
167	10	14	1	0.7884778921050636	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	21.8125	18.84375	0.06875	Cost reduced     at settings.tissues_eta_Ra+dsettings.tissues_eta_Ra.
168	10	15	1	0.78946224462707	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.20625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
169	10	16	1	0.7944203561318419	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.00625	0.7208013	21.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_Rv-dsettings.tissues_eta_Rv.
170	10	17	1	0.7885089291766322	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7308013	21.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_C+dsettings.tissues_eta_C.
171	10	18	1	0.7889194090788312	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7108013	21.8125	18.84375	0.06875	Cost not reduced at settings.tissues_eta_C-dsettings.tissues_eta_C.
172	10	19	1	0.7970225683783589	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	22.8125	18.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
173	10	20	1	0.794365639992469	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	20.8125	18.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
174	10	21	1	0.7893564151924323	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	21.8125	17.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
175	10	22	1	0.7900077422447452	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	21.8125	19.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
176	10	23	1	0.7890682997665026	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	21.8125	18.84375	0.05875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
177	10	24	1	0.7893017812176739	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	21.8125	18.84375	0.07875	Cost not reduced at settings.tissues_chi_C+dsettings.tissues_chi_C.
167	10	25	1	0.7884778921050636	2600.005	0.001205	0.164774	0.0659769	0.2701054	0.002928125	3.745225	1.10625	0.7208013	21.8125	18.84375	0.06875	Global search reduced cost.
178	11	1	1	0.8028709614179069	2400.005	0.001185	0.164774	0.0659769	0.2501054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Exploration base, Delta = 1.0.
179	11	2	1	0.8003722171862919	2600.005	0.001185	0.164774	0.0659769	0.2501054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost reduced     at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
180	11	3	1	0.8003715087861378	2600.005	0.001165	0.164774	0.0659769	0.2501054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost reduced     at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
181	11	4	1	0.8354842951465378	2600.005	0.001165	0.154774	0.0659769	0.2501054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
182	11	5	1	0.9128543982402807	2600.005	0.001165	0.174774	0.0659769	0.2501054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
183	11	6	1	0.8396004302874563	2600.005	0.001165	0.164774	0.0559769	0.2501054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
184	11	7	1	0.8920784913257749	2600.005	0.001165	0.164774	0.0759769	0.2501054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
185	11	8	1	0.7970621306457062	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost reduced     at settings.eta_vc+dsettings.eta_vc.
186	11	9	1	0.7980326793385482	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.003028125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost not reduced at settings.baro_f1+dsettings.baro_f1.
187	11	10	1	0.8001585204489015	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002828125	3.745225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost not reduced at settings.baro_f1-dsettings.baro_f1.
188	11	11	1	0.7884164403810706	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.10625	0.7608013	22.8125	17.84375	0.06875	Cost reduced     at settings.tissues_eta_Ra+dsettings.tissues_eta_Ra.
189	11	12	1	0.7842389434618563	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7608013	22.8125	17.84375	0.06875	Cost reduced     at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
190	11	13	1	0.7780136208891907	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	22.8125	17.84375	0.06875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
191	11	14	1	0.7868498721270003	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	23.8125	17.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
192	11	15	1	0.7820011923604118	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	21.8125	17.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
193	11	16	1	0.7789868599551133	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	22.8125	16.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
194	11	17	1	0.7798353333817747	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	22.8125	18.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
195	11	18	1	0.7787944743601574	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	22.8125	17.84375	0.05875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
196	11	19	1	0.7784587179781612	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	22.8125	17.84375	0.07875	Cost not reduced at settings.tissues_chi_C+dsettings.tissues_chi_C.
190	11	20	1	0.7780136208891907	2600.005	0.001165	0.164774	0.0659769	0.2601054	0.002928125	3.845225	1.20625	0.7708013	22.8125	17.84375	0.06875	Global search reduced cost.
197	12	1	1	0.7768691684023332	2600.005	0.001125	0.164774	0.0659769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Exploration base, Delta = 1.0.
198	12	2	1	0.776842998951836	2800.005	0.001125	0.164774	0.0659769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost reduced     at settings.heart_vntr_D_A_maxAct+dsettings.heart_vntr_D_A_maxAct.
199	12	3	1	0.7768439918090566	2800.005	0.001105	0.164774	0.0659769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_D_0_maxAct-dsettings.heart_vntr_D_0_maxAct.
200	12	4	1	0.7768439656990256	2800.005	0.001145	0.164774	0.0659769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_D_0_maxAct+dsettings.heart_vntr_D_0_maxAct.
201	12	5	1	0.8232198019725343	2800.005	0.001125	0.154774	0.0659769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct-dsettings.heart_vntr_TS_maxAct.
202	12	6	1	0.8933479348431527	2800.005	0.001125	0.174774	0.0659769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TS_maxAct+dsettings.heart_vntr_TS_maxAct.
203	12	7	1	0.826486134488328	2800.005	0.001125	0.164774	0.0559769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct-dsettings.heart_vntr_TR_maxAct.
204	12	8	1	0.8739387491624641	2800.005	0.001125	0.164774	0.0759769	0.2501054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost not reduced at settings.heart_vntr_TR_maxAct+dsettings.heart_vntr_TR_maxAct.
205	12	9	1	0.7731307660094026	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.002928125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost reduced     at settings.eta_vc+dsettings.eta_vc.
206	12	10	1	0.7692140075731784	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost reduced     at settings.baro_f1+dsettings.baro_f1.
207	12	11	1	0.7766723718834359	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.845225	1.30625	0.8208013	23.8125	16.84375	0.06875	Cost not reduced at settings.tissues_eta_Ra-dsettings.tissues_eta_Ra.
208	12	12	1	0.7650846135205018	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8208013	23.8125	16.84375	0.06875	Cost reduced     at settings.tissues_eta_Rv+dsettings.tissues_eta_Rv.
209	12	13	1	0.764842700803247	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.06875	Cost reduced     at settings.tissues_eta_C+dsettings.tissues_eta_C.
210	12	14	1	0.7720319808821086	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	24.8125	16.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra+dsettings.tissues_chi_Ra.
211	12	15	1	0.7691994967671275	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	22.8125	16.84375	0.06875	Cost not reduced at settings.tissues_chi_Ra-dsettings.tissues_chi_Ra.
212	12	16	1	0.7663778674243688	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	15.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv-dsettings.tissues_chi_Rv.
213	12	17	1	0.7667059146795271	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	17.84375	0.06875	Cost not reduced at settings.tissues_chi_Rv+dsettings.tissues_chi_Rv.
214	12	18	1	0.7656170891565472	2800.005	0.001125	0.164774	0.0659769	0.2601054	0.003028125	3.945225	1.40625	0.8308013	23.8125	16.84375	0.05875	Cost not reduced at settings.tissues_chi_C-dsettings.tissues_chi_C.
